Distritos;Percentil;Total
0820701 SantEstevedePalautordera distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.795
0820701 SantEstevedePalautordera distrito 01 *;Percentil 75 de consumo eléctrico en kwh;4.590
0820701 SantEstevedePalautordera distrito 01 *;Percentil 90 de consumo eléctrico en kwh;6.397
0820801 SantEsteveSesrovires distrito 01;Percentil 10 de consumo eléctrico en kwh;1.058
0820801 SantEsteveSesrovires distrito 01;Percentil 25 de consumo eléctrico en kwh;1.822
0820801 SantEsteveSesrovires distrito 01;Percentil 50 de consumo eléctrico en kwh;2.940
0820801 SantEsteveSesrovires distrito 01;Percentil 75 de consumo eléctrico en kwh;4.421
0820801 SantEsteveSesrovires distrito 01;Percentil 90 de consumo eléctrico en kwh;6.406
0820901 SantFostdeCampsentelles distrito 01;Percentil 10 de consumo eléctrico en kwh;1.134
0820901 SantFostdeCampsentelles distrito 01;Percentil 25 de consumo eléctrico en kwh;2.004
0820901 SantFostdeCampsentelles distrito 01;Percentil 50 de consumo eléctrico en kwh;3.234
0820901 SantFostdeCampsentelles distrito 01;Percentil 75 de consumo eléctrico en kwh;4.946
0820901 SantFostdeCampsentelles distrito 01;Percentil 90 de consumo eléctrico en kwh;7.126
0821001 SantFeliudeCodines distrito 01;Percentil 10 de consumo eléctrico en kwh;1.099
0821001 SantFeliudeCodines distrito 01;Percentil 25 de consumo eléctrico en kwh;1.923
0821001 SantFeliudeCodines distrito 01;Percentil 50 de consumo eléctrico en kwh;3.104
0821001 SantFeliudeCodines distrito 01;Percentil 75 de consumo eléctrico en kwh;4.808
0821001 SantFeliudeCodines distrito 01;Percentil 90 de consumo eléctrico en kwh;7.078
0821002 SantFeliudeCodines distrito 02;Percentil 10 de consumo eléctrico en kwh;1.009
0821002 SantFeliudeCodines distrito 02;Percentil 25 de consumo eléctrico en kwh;1.823
0821002 SantFeliudeCodines distrito 02;Percentil 50 de consumo eléctrico en kwh;2.846
0821002 SantFeliudeCodines distrito 02;Percentil 75 de consumo eléctrico en kwh;4.336
0821002 SantFeliudeCodines distrito 02;Percentil 90 de consumo eléctrico en kwh;6.122
0821101 SantFeliudeLlobregat distrito 01;Percentil 10 de consumo eléctrico en kwh;1.064
0821101 SantFeliudeLlobregat distrito 01;Percentil 25 de consumo eléctrico en kwh;1.660
0821101 SantFeliudeLlobregat distrito 01;Percentil 50 de consumo eléctrico en kwh;2.510
0821101 SantFeliudeLlobregat distrito 01;Percentil 75 de consumo eléctrico en kwh;3.688
0821101 SantFeliudeLlobregat distrito 01;Percentil 90 de consumo eléctrico en kwh;5.088
0821102 SantFeliudeLlobregat distrito 02;Percentil 10 de consumo eléctrico en kwh;1.012
0821102 SantFeliudeLlobregat distrito 02;Percentil 25 de consumo eléctrico en kwh;1.507
0821102 SantFeliudeLlobregat distrito 02;Percentil 50 de consumo eléctrico en kwh;2.185
0821102 SantFeliudeLlobregat distrito 02;Percentil 75 de consumo eléctrico en kwh;3.057
0821102 SantFeliudeLlobregat distrito 02;Percentil 90 de consumo eléctrico en kwh;4.067
0821103 SantFeliudeLlobregat distrito 03;Percentil 10 de consumo eléctrico en kwh;941
0821103 SantFeliudeLlobregat distrito 03;Percentil 25 de consumo eléctrico en kwh;1.443
0821103 SantFeliudeLlobregat distrito 03;Percentil 50 de consumo eléctrico en kwh;2.215
0821103 SantFeliudeLlobregat distrito 03;Percentil 75 de consumo eléctrico en kwh;3.149
0821103 SantFeliudeLlobregat distrito 03;Percentil 90 de consumo eléctrico en kwh;4.366
0821104 SantFeliudeLlobregat distrito 04;Percentil 10 de consumo eléctrico en kwh;905
0821104 SantFeliudeLlobregat distrito 04;Percentil 25 de consumo eléctrico en kwh;1.313
0821104 SantFeliudeLlobregat distrito 04;Percentil 50 de consumo eléctrico en kwh;1.940
0821104 SantFeliudeLlobregat distrito 04;Percentil 75 de consumo eléctrico en kwh;2.741
0821104 SantFeliudeLlobregat distrito 04;Percentil 90 de consumo eléctrico en kwh;3.642
0821105 SantFeliudeLlobregat distrito 05;Percentil 10 de consumo eléctrico en kwh;858
0821105 SantFeliudeLlobregat distrito 05;Percentil 25 de consumo eléctrico en kwh;1.321
0821105 SantFeliudeLlobregat distrito 05;Percentil 50 de consumo eléctrico en kwh;1.902
0821105 SantFeliudeLlobregat distrito 05;Percentil 75 de consumo eléctrico en kwh;2.705
0821105 SantFeliudeLlobregat distrito 05;Percentil 90 de consumo eléctrico en kwh;3.655
0821106 SantFeliudeLlobregat distrito 06;Percentil 10 de consumo eléctrico en kwh;1.318
0821106 SantFeliudeLlobregat distrito 06;Percentil 25 de consumo eléctrico en kwh;1.934
0821106 SantFeliudeLlobregat distrito 06;Percentil 50 de consumo eléctrico en kwh;2.664
0821106 SantFeliudeLlobregat distrito 06;Percentil 75 de consumo eléctrico en kwh;3.532
0821106 SantFeliudeLlobregat distrito 06;Percentil 90 de consumo eléctrico en kwh;4.757
0821107 SantFeliudeLlobregat distrito 07;Percentil 10 de consumo eléctrico en kwh;1.304
0821107 SantFeliudeLlobregat distrito 07;Percentil 25 de consumo eléctrico en kwh;1.862
0821107 SantFeliudeLlobregat distrito 07;Percentil 50 de consumo eléctrico en kwh;2.658
0821107 SantFeliudeLlobregat distrito 07;Percentil 75 de consumo eléctrico en kwh;3.643
0821107 SantFeliudeLlobregat distrito 07;Percentil 90 de consumo eléctrico en kwh;4.980
0821301 SantFruitósdeBages distrito 01;Percentil 10 de consumo eléctrico en kwh;1.043
0821301 SantFruitósdeBages distrito 01;Percentil 25 de consumo eléctrico en kwh;1.628
0821301 SantFruitósdeBages distrito 01;Percentil 50 de consumo eléctrico en kwh;2.633
0821301 SantFruitósdeBages distrito 01;Percentil 75 de consumo eléctrico en kwh;4.196
0821301 SantFruitósdeBages distrito 01;Percentil 90 de consumo eléctrico en kwh;6.913
0821401 VilassardeDalt distrito 01;Percentil 10 de consumo eléctrico en kwh;1.104
0821401 VilassardeDalt distrito 01;Percentil 25 de consumo eléctrico en kwh;1.713
0821401 VilassardeDalt distrito 01;Percentil 50 de consumo eléctrico en kwh;2.773
0821401 VilassardeDalt distrito 01;Percentil 75 de consumo eléctrico en kwh;4.223
0821401 VilassardeDalt distrito 01;Percentil 90 de consumo eléctrico en kwh;6.336
0821402 VilassardeDalt distrito 02;Percentil 10 de consumo eléctrico en kwh;1.037
0821402 VilassardeDalt distrito 02;Percentil 25 de consumo eléctrico en kwh;1.623
0821402 VilassardeDalt distrito 02;Percentil 50 de consumo eléctrico en kwh;2.704
0821402 VilassardeDalt distrito 02;Percentil 75 de consumo eléctrico en kwh;4.213
0821402 VilassardeDalt distrito 02;Percentil 90 de consumo eléctrico en kwh;6.035
0821501 SantHipòlitdeVoltregà distrito 01;Percentil 10 de consumo eléctrico en kwh;918
0821501 SantHipòlitdeVoltregà distrito 01;Percentil 25 de consumo eléctrico en kwh;1.691
0821501 SantHipòlitdeVoltregà distrito 01;Percentil 50 de consumo eléctrico en kwh;2.604
0821501 SantHipòlitdeVoltregà distrito 01;Percentil 75 de consumo eléctrico en kwh;3.795
0821501 SantHipòlitdeVoltregà distrito 01;Percentil 90 de consumo eléctrico en kwh;5.322
0821701 SantJoanDespí distrito 01;Percentil 10 de consumo eléctrico en kwh;1.117
0821701 SantJoanDespí distrito 01;Percentil 25 de consumo eléctrico en kwh;1.684
0821701 SantJoanDespí distrito 01;Percentil 50 de consumo eléctrico en kwh;2.523
0821701 SantJoanDespí distrito 01;Percentil 75 de consumo eléctrico en kwh;3.489
0821701 SantJoanDespí distrito 01;Percentil 90 de consumo eléctrico en kwh;4.723
0821702 SantJoanDespí distrito 02;Percentil 10 de consumo eléctrico en kwh;926
0821702 SantJoanDespí distrito 02;Percentil 25 de consumo eléctrico en kwh;1.490
0821702 SantJoanDespí distrito 02;Percentil 50 de consumo eléctrico en kwh;2.286
0821702 SantJoanDespí distrito 02;Percentil 75 de consumo eléctrico en kwh;3.267
0821702 SantJoanDespí distrito 02;Percentil 90 de consumo eléctrico en kwh;4.612
0821703 SantJoanDespí distrito 03;Percentil 10 de consumo eléctrico en kwh;830
0821703 SantJoanDespí distrito 03;Percentil 25 de consumo eléctrico en kwh;1.289
0821703 SantJoanDespí distrito 03;Percentil 50 de consumo eléctrico en kwh;1.970
0821703 SantJoanDespí distrito 03;Percentil 75 de consumo eléctrico en kwh;2.832
0821703 SantJoanDespí distrito 03;Percentil 90 de consumo eléctrico en kwh;3.831
0821704 SantJoanDespí distrito 04;Percentil 10 de consumo eléctrico en kwh;1.242
0821704 SantJoanDespí distrito 04;Percentil 25 de consumo eléctrico en kwh;1.820
0821704 SantJoanDespí distrito 04;Percentil 50 de consumo eléctrico en kwh;2.571
0821704 SantJoanDespí distrito 04;Percentil 75 de consumo eléctrico en kwh;3.482
0821704 SantJoanDespí distrito 04;Percentil 90 de consumo eléctrico en kwh;4.696
0821705 SantJoanDespí distrito 05;Percentil 10 de consumo eléctrico en kwh;1.235
0821705 SantJoanDespí distrito 05;Percentil 25 de consumo eléctrico en kwh;1.917
0821705 SantJoanDespí distrito 05;Percentil 50 de consumo eléctrico en kwh;2.803
0821705 SantJoanDespí distrito 05;Percentil 75 de consumo eléctrico en kwh;3.950
0821705 SantJoanDespí distrito 05;Percentil 90 de consumo eléctrico en kwh;5.315
0821801 SantJoandeVilatorrada distrito 01 *;Percentil 10 de consumo eléctrico en kwh;997
0821801 SantJoandeVilatorrada distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.599
0821801 SantJoandeVilatorrada distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.460
0821801 SantJoandeVilatorrada distrito 01 *;Percentil 75 de consumo eléctrico en kwh;3.507
0821801 SantJoandeVilatorrada distrito 01 *;Percentil 90 de consumo eléctrico en kwh;5.092
0821901 VilassardeMar distrito 01;Percentil 10 de consumo eléctrico en kwh;924
0821901 VilassardeMar distrito 01;Percentil 25 de consumo eléctrico en kwh;1.512
0821901 VilassardeMar distrito 01;Percentil 50 de consumo eléctrico en kwh;2.290
0821901 VilassardeMar distrito 01;Percentil 75 de consumo eléctrico en kwh;3.299
0821901 VilassardeMar distrito 01;Percentil 90 de consumo eléctrico en kwh;4.606
0821902 VilassardeMar distrito 02;Percentil 10 de consumo eléctrico en kwh;867
0821902 VilassardeMar distrito 02;Percentil 25 de consumo eléctrico en kwh;1.499
0821902 VilassardeMar distrito 02;Percentil 50 de consumo eléctrico en kwh;2.335
0821902 VilassardeMar distrito 02;Percentil 75 de consumo eléctrico en kwh;3.426
0821902 VilassardeMar distrito 02;Percentil 90 de consumo eléctrico en kwh;5.031
0821903 VilassardeMar distrito 03;Percentil 10 de consumo eléctrico en kwh;935
0821903 VilassardeMar distrito 03;Percentil 25 de consumo eléctrico en kwh;1.436
0821903 VilassardeMar distrito 03;Percentil 50 de consumo eléctrico en kwh;2.157
0821903 VilassardeMar distrito 03;Percentil 75 de consumo eléctrico en kwh;3.120
0821903 VilassardeMar distrito 03;Percentil 90 de consumo eléctrico en kwh;4.310
0822001 SantJuliàdeVilatorta distrito 01;Percentil 10 de consumo eléctrico en kwh;999
0822001 SantJuliàdeVilatorta distrito 01;Percentil 25 de consumo eléctrico en kwh;1.807
0822001 SantJuliàdeVilatorta distrito 01;Percentil 50 de consumo eléctrico en kwh;3.037
0822001 SantJuliàdeVilatorta distrito 01;Percentil 75 de consumo eléctrico en kwh;4.874
0822001 SantJuliàdeVilatorta distrito 01;Percentil 90 de consumo eléctrico en kwh;7.398
0822101 SantJustDesvern distrito 01;Percentil 10 de consumo eléctrico en kwh;1.031
0822101 SantJustDesvern distrito 01;Percentil 25 de consumo eléctrico en kwh;1.652
0822101 SantJustDesvern distrito 01;Percentil 50 de consumo eléctrico en kwh;2.571
0822101 SantJustDesvern distrito 01;Percentil 75 de consumo eléctrico en kwh;3.935
0822101 SantJustDesvern distrito 01;Percentil 90 de consumo eléctrico en kwh;6.021
0822201 SantLlorençd'Hortons distrito 01;Percentil 10 de consumo eléctrico en kwh;986
0822201 SantLlorençd'Hortons distrito 01;Percentil 25 de consumo eléctrico en kwh;2.070
0822201 SantLlorençd'Hortons distrito 01;Percentil 50 de consumo eléctrico en kwh;3.418
0822201 SantLlorençd'Hortons distrito 01;Percentil 75 de consumo eléctrico en kwh;5.098
0822201 SantLlorençd'Hortons distrito 01;Percentil 90 de consumo eléctrico en kwh;7.344
0822301 SantLlorençSavall distrito 01;Percentil 10 de consumo eléctrico en kwh;629
0822301 SantLlorençSavall distrito 01;Percentil 25 de consumo eléctrico en kwh;1.455
0822301 SantLlorençSavall distrito 01;Percentil 50 de consumo eléctrico en kwh;2.615
0822301 SantLlorençSavall distrito 01;Percentil 75 de consumo eléctrico en kwh;4.191
0822301 SantLlorençSavall distrito 01;Percentil 90 de consumo eléctrico en kwh;6.401
0822401 SantMartídeCentelles distrito 01;Percentil 10 de consumo eléctrico en kwh;768
0822401 SantMartídeCentelles distrito 01;Percentil 25 de consumo eléctrico en kwh;1.162
0822401 SantMartídeCentelles distrito 01;Percentil 50 de consumo eléctrico en kwh;1.875
0822401 SantMartídeCentelles distrito 01;Percentil 75 de consumo eléctrico en kwh;2.973
0822401 SantMartídeCentelles distrito 01;Percentil 90 de consumo eléctrico en kwh;5.168
0822601 SantMartídeTous distrito 01;Percentil 10 de consumo eléctrico en kwh;762
0822601 SantMartídeTous distrito 01;Percentil 25 de consumo eléctrico en kwh;1.625
0822601 SantMartídeTous distrito 01;Percentil 50 de consumo eléctrico en kwh;2.857
0822601 SantMartídeTous distrito 01;Percentil 75 de consumo eléctrico en kwh;4.230
0822601 SantMartídeTous distrito 01;Percentil 90 de consumo eléctrico en kwh;5.819
0822701 SantMartíSarroca distrito 01;Percentil 10 de consumo eléctrico en kwh;969
0822701 SantMartíSarroca distrito 01;Percentil 25 de consumo eléctrico en kwh;2.000
0822701 SantMartíSarroca distrito 01;Percentil 50 de consumo eléctrico en kwh;3.336
0822701 SantMartíSarroca distrito 01;Percentil 75 de consumo eléctrico en kwh;5.186
0822701 SantMartíSarroca distrito 01;Percentil 90 de consumo eléctrico en kwh;7.321
0823001 PremiàdeDalt distrito 01;Percentil 10 de consumo eléctrico en kwh;1.035
0823001 PremiàdeDalt distrito 01;Percentil 25 de consumo eléctrico en kwh;1.722
0823001 PremiàdeDalt distrito 01;Percentil 50 de consumo eléctrico en kwh;2.776
0823001 PremiàdeDalt distrito 01;Percentil 75 de consumo eléctrico en kwh;4.416
0823001 PremiàdeDalt distrito 01;Percentil 90 de consumo eléctrico en kwh;6.958
0823101 SantPeredeRibes distrito 01;Percentil 10 de consumo eléctrico en kwh;945
0823101 SantPeredeRibes distrito 01;Percentil 25 de consumo eléctrico en kwh;1.603
0823101 SantPeredeRibes distrito 01;Percentil 50 de consumo eléctrico en kwh;2.536
0823101 SantPeredeRibes distrito 01;Percentil 75 de consumo eléctrico en kwh;3.837
0823101 SantPeredeRibes distrito 01;Percentil 90 de consumo eléctrico en kwh;5.696
0823201 SantPeredeRiudebitlles distrito 01;Percentil 10 de consumo eléctrico en kwh;951
0823201 SantPeredeRiudebitlles distrito 01;Percentil 25 de consumo eléctrico en kwh;1.707
0823201 SantPeredeRiudebitlles distrito 01;Percentil 50 de consumo eléctrico en kwh;2.629
0823201 SantPeredeRiudebitlles distrito 01;Percentil 75 de consumo eléctrico en kwh;3.826
0823201 SantPeredeRiudebitlles distrito 01;Percentil 90 de consumo eléctrico en kwh;5.509
0823301 SantPeredeTorelló distrito 01;Percentil 10 de consumo eléctrico en kwh;1.001
0823301 SantPeredeTorelló distrito 01;Percentil 25 de consumo eléctrico en kwh;1.689
0823301 SantPeredeTorelló distrito 01;Percentil 50 de consumo eléctrico en kwh;2.590
0823301 SantPeredeTorelló distrito 01;Percentil 75 de consumo eléctrico en kwh;3.644
0823301 SantPeredeTorelló distrito 01;Percentil 90 de consumo eléctrico en kwh;4.983
0823401 SantPeredeVilamajor distrito 01;Percentil 10 de consumo eléctrico en kwh;882
0823401 SantPeredeVilamajor distrito 01;Percentil 25 de consumo eléctrico en kwh;1.753
0823401 SantPeredeVilamajor distrito 01;Percentil 50 de consumo eléctrico en kwh;3.041
0823401 SantPeredeVilamajor distrito 01;Percentil 75 de consumo eléctrico en kwh;4.803
0823401 SantPeredeVilamajor distrito 01;Percentil 90 de consumo eléctrico en kwh;6.995
0823501 SantPoldeMar distrito 01;Percentil 10 de consumo eléctrico en kwh;538
0823501 SantPoldeMar distrito 01;Percentil 25 de consumo eléctrico en kwh;973
0823501 SantPoldeMar distrito 01;Percentil 50 de consumo eléctrico en kwh;1.966
0823501 SantPoldeMar distrito 01;Percentil 75 de consumo eléctrico en kwh;3.449
0823501 SantPoldeMar distrito 01;Percentil 90 de consumo eléctrico en kwh;5.570
0823601 SantQuintídeMediona distrito 01;Percentil 10 de consumo eléctrico en kwh;696
0823601 SantQuintídeMediona distrito 01;Percentil 25 de consumo eléctrico en kwh;1.366
0823601 SantQuintídeMediona distrito 01;Percentil 50 de consumo eléctrico en kwh;2.422
0823601 SantQuintídeMediona distrito 01;Percentil 75 de consumo eléctrico en kwh;3.781
0823601 SantQuintídeMediona distrito 01;Percentil 90 de consumo eléctrico en kwh;5.641
0823701 SantQuirzedeBesora distrito 01;Percentil 10 de consumo eléctrico en kwh;809
0823701 SantQuirzedeBesora distrito 01;Percentil 25 de consumo eléctrico en kwh;1.530
0823701 SantQuirzedeBesora distrito 01;Percentil 50 de consumo eléctrico en kwh;2.389
0823701 SantQuirzedeBesora distrito 01;Percentil 75 de consumo eléctrico en kwh;3.577
0823701 SantQuirzedeBesora distrito 01;Percentil 90 de consumo eléctrico en kwh;5.150
0823801 SantQuirzedelVallès distrito 01;Percentil 10 de consumo eléctrico en kwh;1.292
0823801 SantQuirzedelVallès distrito 01;Percentil 25 de consumo eléctrico en kwh;1.991
0823801 SantQuirzedelVallès distrito 01;Percentil 50 de consumo eléctrico en kwh;3.033
0823801 SantQuirzedelVallès distrito 01;Percentil 75 de consumo eléctrico en kwh;4.559
0823801 SantQuirzedelVallès distrito 01;Percentil 90 de consumo eléctrico en kwh;6.936
0824001 SantSadurníd'Anoia distrito 01 *;Percentil 10 de consumo eléctrico en kwh;1.030
0824001 SantSadurníd'Anoia distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.759
