Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Municipios;Consumo eléctrico;Total
Total Nacional;09 Cataluña;25 Lleida;25099 Golmés;Viviendas totales;907
Total Nacional;09 Cataluña;25 Lleida;25110 Guissona;Viviendas totales;2.892
Total Nacional;09 Cataluña;25 Lleida;25113 Ivars d'Urgell;Viviendas totales;804
Total Nacional;09 Cataluña;25 Lleida;25115 Isona i Conca Dellà;Viviendas totales;1.172
Total Nacional;09 Cataluña;25 Lleida;25119 Juneda;Viviendas totales;1.846
Total Nacional;09 Cataluña;25 Lleida;25120 Lleida;Viviendas totales;68.299
Total Nacional;09 Cataluña;25 Lleida;25122 Linyola;Viviendas totales;1.452
Total Nacional;09 Cataluña;25 Lleida;25135 Miralcamp;Viviendas totales;650
Total Nacional;09 Cataluña;25 Lleida;25137 Mollerussa;Viviendas totales;6.984
Total Nacional;09 Cataluña;25 Lleida;25140 Montferrer i Castellbò;Viviendas totales;935
Total Nacional;09 Cataluña;25 Lleida;25149 Oliana;Viviendas totales;1.222
Total Nacional;09 Cataluña;25 Lleida;25158 Palau d'Anglesola, El;Viviendas totales;1.021
Total Nacional;09 Cataluña;25 Lleida;25171 Pobla de Segur, La;Viviendas totales;2.455
Total Nacional;09 Cataluña;25 Lleida;25172 Ponts;Viviendas totales;1.525
Total Nacional;09 Cataluña;25 Lleida;25173 Pont de Suert, El;Viviendas totales;1.913
Total Nacional;09 Cataluña;25 Lleida;25182 Puigverd de Lleida;Viviendas totales;753
Total Nacional;09 Cataluña;25 Lleida;25189 Rosselló;Viviendas totales;1.547
Total Nacional;09 Cataluña;25 Lleida;25192 Sant Guim de Freixenet;Viviendas totales;689
Total Nacional;09 Cataluña;25 Lleida;25203 Seu d'Urgell, La;Viviendas totales;7.482
Total Nacional;09 Cataluña;25 Lleida;25204 Seròs;Viviendas totales;951
Total Nacional;09 Cataluña;25 Lleida;25207 Solsona;Viviendas totales;5.146
Total Nacional;09 Cataluña;25 Lleida;25209 Sort;Viviendas totales;2.197
Total Nacional;09 Cataluña;25 Lleida;25210 Soses;Viviendas totales;779
Total Nacional;09 Cataluña;25 Lleida;25217 Tàrrega;Viviendas totales;8.832
Total Nacional;09 Cataluña;25 Lleida;25220 Térmens;Viviendas totales;702
Total Nacional;09 Cataluña;25 Lleida;25223 Torà;Viviendas totales;765
Total Nacional;09 Cataluña;25 Lleida;25228 Torrefarrera;Viviendas totales;2.134
Total Nacional;09 Cataluña;25 Lleida;25230 Torregrossa;Viviendas totales;1.107
Total Nacional;09 Cataluña;25 Lleida;25232 Torres de Segre;Viviendas totales;1.124
Total Nacional;09 Cataluña;25 Lleida;25234 Tremp;Viviendas totales;4.729
Total Nacional;09 Cataluña;25 Lleida;25240 Vallfogona de Balaguer;Viviendas totales;925
Total Nacional;09 Cataluña;25 Lleida;25243 Vielha e Mijaran;Viviendas totales;5.312
Total Nacional;09 Cataluña;25 Lleida;25248 Vilanova de Bellpuig;Viviendas totales;554
Total Nacional;09 Cataluña;25 Lleida;25254 Vilanova de la Barca;Viviendas totales;574
Total Nacional;09 Cataluña;25 Lleida;25912 Gimenells i el Pla de la Font;Viviendas totales;514
Total Nacional;09 Cataluña;25 Lleida;25999 Resto de Lleida;Viviendas totales;52.271
Total Nacional;09 Cataluña;43 Tarragona;;Viviendas totales;554.579
Total Nacional;09 Cataluña;43 Tarragona;43002 Albinyana;Viviendas totales;1.586
Total Nacional;09 Cataluña;43 Tarragona;43004 Alcanar;Viviendas totales;8.589
Total Nacional;09 Cataluña;43 Tarragona;43005 Alcover;Viviendas totales;2.733
Total Nacional;09 Cataluña;43 Tarragona;43009 Alforja;Viviendas totales;1.242
Total Nacional;09 Cataluña;43 Tarragona;43011 Almoster;Viviendas totales;633
Total Nacional;09 Cataluña;43 Tarragona;43012 Altafulla;Viviendas totales;4.851
Total Nacional;09 Cataluña;43 Tarragona;43013 Ametlla de Mar, L';Viviendas totales;8.286
Total Nacional;09 Cataluña;43 Tarragona;43014 Amposta;Viviendas totales;11.872
Total Nacional;09 Cataluña;43 Tarragona;43016 Arboç, L';Viviendas totales;2.431
Total Nacional;09 Cataluña;43 Tarragona;43019 Ascó;Viviendas totales;929
Total Nacional;09 Cataluña;43 Tarragona;43020 Banyeres del Penedès;Viviendas totales;1.623
Total Nacional;09 Cataluña;43 Tarragona;43022 Batea;Viviendas totales;1.106
Total Nacional;09 Cataluña;43 Tarragona;43024 Bellvei;Viviendas totales;1.343
Total Nacional;09 Cataluña;43 Tarragona;43026 Benissanet;Viviendas totales;653
Total Nacional;09 Cataluña;43 Tarragona;43028 Bisbal del Penedès, La;Viviendas totales;2.953
Total Nacional;09 Cataluña;43 Tarragona;43031 Borges del Camp, Les;Viviendas totales;1.118
Total Nacional;09 Cataluña;43 Tarragona;43033 Botarell;Viviendas totales;590
Total Nacional;09 Cataluña;43 Tarragona;43036 Cabra del Camp;Viviendas totales;966
Total Nacional;09 Cataluña;43 Tarragona;43037 Calafell;Viviendas totales;27.112
Total Nacional;09 Cataluña;43 Tarragona;43038 Cambrils;Viviendas totales;31.733
Total Nacional;09 Cataluña;43 Tarragona;43042 Castellvell del Camp;Viviendas totales;1.203
Total Nacional;09 Cataluña;43 Tarragona;43043 Catllar, El;Viviendas totales;2.725
Total Nacional;09 Cataluña;43 Tarragona;43044 Sénia, La;Viviendas totales;3.055
Total Nacional;09 Cataluña;43 Tarragona;43047 Constantí;Viviendas totales;3.232
Total Nacional;09 Cataluña;43 Tarragona;43050 Creixell;Viviendas totales;4.049
Total Nacional;09 Cataluña;43 Tarragona;43051 Cunit;Viviendas totales;13.027
Total Nacional;09 Cataluña;43 Tarragona;43052 Xerta;Viviendas totales;855
Total Nacional;09 Cataluña;43 Tarragona;43054 Espluga de Francolí, L';Viviendas totales;2.364
Total Nacional;09 Cataluña;43 Tarragona;43055 Falset;Viviendas totales;1.712
Total Nacional;09 Cataluña;43 Tarragona;43060 Flix;Viviendas totales;2.489
Total Nacional;09 Cataluña;43 Tarragona;43064 Gandesa;Viviendas totales;1.486
Total Nacional;09 Cataluña;43 Tarragona;43071 Horta de Sant Joan;Viviendas totales;984
Total Nacional;09 Cataluña;43 Tarragona;43074 Llorenç del Penedès;Viviendas totales;1.111
Total Nacional;09 Cataluña;43 Tarragona;43078 Masdenverge;Viviendas totales;752
Total Nacional;09 Cataluña;43 Tarragona;43086 Montblanc;Viviendas totales;3.957
Total Nacional;09 Cataluña;43 Tarragona;43088 Montbrió del Camp;Viviendas totales;1.706
Total Nacional;09 Cataluña;43 Tarragona;43090 Montmell, El;Viviendas totales;1.739
Total Nacional;09 Cataluña;43 Tarragona;43092 Mont-roig del Camp;Viviendas totales;16.661
Total Nacional;09 Cataluña;43 Tarragona;43093 Móra d'Ebre;Viviendas totales;3.147
Total Nacional;09 Cataluña;43 Tarragona;43094 Móra la Nova;Viviendas totales;1.553
Total Nacional;09 Cataluña;43 Tarragona;43095 Morell, El;Viviendas totales;1.728
Total Nacional;09 Cataluña;43 Tarragona;43100 Pallaresos, Els;Viviendas totales;1.932
Total Nacional;09 Cataluña;43 Tarragona;43103 Perafort;Viviendas totales;572
Total Nacional;09 Cataluña;43 Tarragona;43104 Perelló, El;Viviendas totales;3.002
Total Nacional;09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Viviendas totales;1.370
Total Nacional;09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Viviendas totales;1.615
Total Nacional;09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Viviendas totales;2.155
Total Nacional;09 Cataluña;43 Tarragona;43119 Puigpelat;Viviendas totales;600
Total Nacional;09 Cataluña;43 Tarragona;43123 Reus;Viviendas totales;51.284
Total Nacional;09 Cataluña;43 Tarragona;43125 Riba-roja d'Ebre;Viviendas totales;879
Total Nacional;09 Cataluña;43 Tarragona;43126 Riera de Gaià, La;Viviendas totales;869
Total Nacional;09 Cataluña;43 Tarragona;43127 Riudecanyes;Viviendas totales;766
Total Nacional;09 Cataluña;43 Tarragona;43128 Riudecols;Viviendas totales;711
Total Nacional;09 Cataluña;43 Tarragona;43129 Riudoms;Viviendas totales;3.447
Total Nacional;09 Cataluña;43 Tarragona;43131 Roda de Berà;Viviendas totales;8.762
Total Nacional;09 Cataluña;43 Tarragona;43133 Roquetes;Viviendas totales;4.293
Total Nacional;09 Cataluña;43 Tarragona;43136 Sant Carles de la Ràpita;Viviendas totales;12.074
Total Nacional;09 Cataluña;43 Tarragona;43137 Sant Jaume dels Domenys;Viviendas totales;1.482
Total Nacional;09 Cataluña;43 Tarragona;43138 Santa Bàrbara;Viviendas totales;2.304
Total Nacional;09 Cataluña;43 Tarragona;43139 Santa Coloma de Queralt;Viviendas totales;1.584
Total Nacional;09 Cataluña;43 Tarragona;43140 Santa Oliva;Viviendas totales;1.729
Total Nacional;09 Cataluña;43 Tarragona;43142 Sarral;Viviendas totales;983
Total Nacional;09 Cataluña;43 Tarragona;43144 Secuita, La;Viviendas totales;981
Total Nacional;09 Cataluña;43 Tarragona;43145 Selva del Camp, La;Viviendas totales;2.696
Total Nacional;09 Cataluña;43 Tarragona;43148 Tarragona;Viviendas totales;67.200
Total Nacional;09 Cataluña;43 Tarragona;43150 Tivissa;Viviendas totales;1.239
Total Nacional;09 Cataluña;43 Tarragona;43153 Torredembarra;Viviendas totales;14.553
Total Nacional;09 Cataluña;43 Tarragona;43155 Tortosa;Viviendas totales;19.654
Total Nacional;09 Cataluña;43 Tarragona;43156 Ulldecona;Viviendas totales;3.926
Total Nacional;09 Cataluña;43 Tarragona;43160 Vallmoll;Viviendas totales;1.038
Total Nacional;09 Cataluña;43 Tarragona;43161 Valls;Viviendas totales;13.368
Total Nacional;09 Cataluña;43 Tarragona;43162 Vandellòs i l'Hospitalet de l'Infant;Viviendas totales;5.913
Total Nacional;09 Cataluña;43 Tarragona;43163 Vendrell, El;Viviendas totales;31.063
Total Nacional;09 Cataluña;43 Tarragona;43166 Vilallonga del Camp;Viviendas totales;1.189
Total Nacional;09 Cataluña;43 Tarragona;43170 Vila-rodona;Viviendas totales;845
Total Nacional;09 Cataluña;43 Tarragona;43171 Vila-seca;Viviendas totales;17.417
Total Nacional;09 Cataluña;43 Tarragona;43178 Vinyols i els Arcs;Viviendas totales;1.530
Total Nacional;09 Cataluña;43 Tarragona;43901 Deltebre;Viviendas totales;7.253
Total Nacional;09 Cataluña;43 Tarragona;43902 Sant Jaume d'Enveja;Viviendas totales;2.498
Total Nacional;09 Cataluña;43 Tarragona;43903 Camarles;Viviendas totales;2.027
Total Nacional;09 Cataluña;43 Tarragona;43904 Aldea, L';Viviendas totales;2.560
Total Nacional;09 Cataluña;43 Tarragona;43905 Salou;Viviendas totales;31.523
Total Nacional;09 Cataluña;43 Tarragona;43906 Ampolla, L';Viviendas totales;5.035
Total Nacional;09 Cataluña;43 Tarragona;43907 Canonja, La;Viviendas totales;2.673
Total Nacional;09 Cataluña;43 Tarragona;43999 Resto de Tarragona;Viviendas totales;34.101
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;;Viviendas totales;1.350.006
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03002 Agost;Viviendas totales;2.936
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03004 Aigües;Viviendas totales;931
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03005 Albatera;Viviendas totales;6.689
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03006 Alcalalí;Viviendas totales;1.094
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03009 Alcoy/Alcoi;Viviendas totales;33.876
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03011 Alfàs del Pi, l';Viviendas totales;12.727
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03012 Algorfa;Viviendas totales;4.240
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03013 Algueña;Viviendas totales;944
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03014 Alicante/Alacant;Viviendas totales;187.658
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03015 Almoradí;Viviendas totales;10.977
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03018 Altea;Viviendas totales;18.309
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03019 Aspe;Viviendas totales;11.541
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03021 Banyeres de Mariola;Viviendas totales;4.448
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03023 Beneixama;Viviendas totales;1.356
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03024 Benejúzar;Viviendas totales;2.657
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03025 Benferri;Viviendas totales;1.113
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03026 Beniarbeig;Viviendas totales;1.372
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03028 Beniarrés;Viviendas totales;898
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03030 Benidoleig;Viviendas totales;941
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03031 Benidorm;Viviendas totales;60.479
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03034 Benijófar;Viviendas totales;2.378
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03041 Benissa;Viviendas totales;10.660
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03042 Benitachell/Poble Nou de Benitatxell, el;Viviendas totales;5.830
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03043 Biar;Viviendas totales;2.879
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03044 Bigastro;Viviendas totales;3.294
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03046 Busot;Viviendas totales;2.344
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03047 Calp;Viviendas totales;26.156
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03048 Callosa d'en Sarrià;Viviendas totales;4.801
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03049 Callosa de Segura;Viviendas totales;9.142
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03050 Campello, el;Viviendas totales;26.801
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03052 Cañada;Viviendas totales;757
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03053 Castalla;Viviendas totales;8.029
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03055 Catral;Viviendas totales;4.644
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03056 Cocentaina;Viviendas totales;7.071
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03058 Cox;Viviendas totales;3.531
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03059 Crevillent;Viviendas totales;15.357
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03061 Daya Nueva;Viviendas totales;1.468
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03063 Dénia;Viviendas totales;45.237
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03064 Dolores;Viviendas totales;4.421
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03065 Elche/Elx;Viviendas totales;116.080
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03066 Elda;Viviendas totales;27.488
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03069 Finestrat;Viviendas totales;6.560
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03070 Formentera del Segura;Viviendas totales;3.658
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03071 Gata de Gorgos;Viviendas totales;3.916
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03074 Granja de Rocamora;Viviendas totales;1.182
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03076 Guardamar del Segura;Viviendas totales;25.514
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03077 Fondó de les Neus, el/Hondón de las Nieves;Viviendas totales;2.401
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03078 Hondón de los Frailes;Viviendas totales;1.131
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03079 Ibi;Viviendas totales;12.057
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03080 Jacarilla;Viviendas totales;1.327
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03081 Xaló;Viviendas totales;2.243
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03082 Jávea/Xàbia;Viviendas totales;26.819
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03083 Jijona/Xixona;Viviendas totales;5.418
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03088 Monforte del Cid;Viviendas totales;5.007
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03089 Monóvar/Monòver;Viviendas totales;8.110
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03090 Mutxamel;Viviendas totales;13.355
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03092 Muro de Alcoy;Viviendas totales;5.093
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03093 Novelda;Viviendas totales;13.780
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03094 Nucia, la;Viviendas totales;9.562
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03095 Ondara;Viviendas totales;3.936
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03096 Onil;Viviendas totales;4.914
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03097 Orba;Viviendas totales;1.837
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03099 Orihuela;Viviendas totales;88.508
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03100 Parcent;Viviendas totales;844
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03101 Pedreguer;Viviendas totales;6.741
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03102 Pego;Viviendas totales;7.321
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03104 Petrer;Viviendas totales;16.474
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03105 Pinós, el/Pinoso;Viviendas totales;5.040
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03107 Polop;Viviendas totales;3.406
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03109 Rafal;Viviendas totales;2.137
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03111 Redován;Viviendas totales;3.481
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03112 Relleu;Viviendas totales;1.377
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03113 Rojales;Viviendas totales;15.790
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03114 Romana, la;Viviendas totales;1.875
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03116 Salinas;Viviendas totales;1.124
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03118 San Fulgencio;Viviendas totales;10.133
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03119 Sant Joan d'Alacant;Viviendas totales;11.659
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03120 San Miguel de Salinas;Viviendas totales;6.101
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03121 Santa Pola;Viviendas totales;45.155
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Viviendas totales;27.151
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03123 Sax;Viviendas totales;6.296
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03128 Teulada;Viviendas totales;12.771
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03129 Tibi;Viviendas totales;1.817
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;03133 Torrevieja;Viviendas totales;122.736
